10,15523,692.48,961.93,1.13,2.08,1,-1,-1,-1
10,15522,901.14,1349.44,20.07,34.92,1,-1,-1,-1
10,15521,813.25,1569.03,7.17,2.29,1,-1,-1,-1
10,15520,941.92,1177.52,1.05,5.22,1,-1,-1,-1
10,15519,925.82,1142.17,17.77,20.57,1,-1,-1,-1
10,15518,809.32,1040.73,11.66,41.51,1,-1,-1,-1
10,15517,678.32,1066.00,4.61,18.22,1,-1,-1,-1
10,15516,706.22,926.46,3.53,7.96,1,-1,-1,-1
10,15515,940.95,925.73,3.75,3.21,1,-1,-1,-1
10,15514,963.41,957.00,19.94,49.06,1,-1,-1,-1
10,15513,906.56,761.32,18.43,40.25,1,-1,-1,-1
10,15512,952.30,658.71,12.09,8.34,1,-1,-1,-1
10,15511,981.39,802.05,3.95,4.67,1,-1,-1,-1
10,15510,1037.80,653.67,17.10,4.69,1,-1,-1,-1
10,15509,1028.38,1278.07,18.70,34.05,1,-1,-1,-1
11,15532,815.20,1261.58,1.00,1.00,1,-1,-1,-1
11,15531,941.55,1191.63,1.43,4.27,1,-1,-1,-1
11,15530,930.56,927.06,1.75,1.59,1,-1,-1,-1
11,15529,955.46,930.04,1.29,1.94,1,-1,-1,-1
11,15528,839.69,674.05,1.51,10.07,1,-1,-1,-1
11,15527,951.72,671.55,12.51,10.26,1,-1,-1,-1
11,15526,979.98,812.45,6.15,6.96,1,-1,-1,-1
11,15525,1040.89,664.95,13.02,2.65,1,-1,-1,-1
11,15524,1015.48,1422.11,11.63,6.39,1,-1,-1,-1
11,15522,901.46,1366.16,21.01,40.59,1,-1,-1,-1
11,15519,926.36,1156.61,15.73,15.12,1,-1,-1,-1
11,15518,810.14,1026.72,11.44,40.93,1,-1,-1,-1
11,15514,963.87,967.04,19.03,48.95,1,-1,-1,-1
11,15513,904.88,773.19,19.67,41.28,1,-1,-1,-1
11,15509,1026.77,1286.80,20.87,41.50,1,-1,-1,-1
12,15538,941.59,1206.82,1.28,5.52,1,-1,-1,-1
12,15537,806.89,1230.38,11.81,29.51,1,-1,-1,-1
12,15536,950.38,694.54,4.37,1.79,1,-1,-1,-1
12,15535,979.00,822.13,8.16,10.33,1,-1,-1,-1
12,15534,1036.13,675.54,16.97,4.71,1,-1,-1,-1
12,15533,1013.24,1432.38,14.55,5.46,1,-1,-1,-1
12,15522,903.18,1380.96,19.95,39.70,1,-1,-1,-1
12,15519,926.82,1172.24,15.51,14.23,1,-1,-1,-1
12,15518,815.56,1039.70,5.50,19.04,1,-1,-1,-1
12,15514,962.54,977.22,19.34,49.27,1,-1,-1,-1
12,15513,904.20,785.58,19.78,42.30,1,-1,-1,-1
12,15509,1026.20,1294.06,20.64,42.38,1,-1,-1,-1
13,15545,816.84,1250.88,1.00,1.00,1,-1,-1,-1
13,15544,939.75,1216.45,2.80,12.49,1,-1,-1,-1
13,15543,785.99,1526.81,1.75,21.06,1,-1,-1,-1
13,15542,912.26,951.81,4.67,13.17,1,-1,-1,-1
13,15541,944.14,705.72,15.90,4.50,1,-1,-1,-1
13,15540,1035.18,687.15,16.65,4.15,1,-1,-1,-1
13,15539,1013.76,1446.65,13.42,1.87,1,-1,-1,-1
13,15537,810.64,1217.03,7.70,16.96,1,-1,-1,-1
13,15535,977.94,830.91,10.77,12.56,1,-1,-1,-1
13,15522,904.28,1396.21,19.35,38.34,1,-1,-1,-1
13,15519,928.11,1189.15,15.25,15.94,1,-1,-1,-1
13,15514,962.52,987.61,18.77,48.17,1,-1,-1,-1
13,15513,904.88,799.75,18.68,41.23,1,-1,-1,-1
13,15509,1025.82,1301.49,20.24,42.60,1,-1,-1,-1
14,15553,1025.98,1336.89,1.45,11.06,1,-1,-1,-1
14,15552,922.19,1429.57,1.57,15.28,1,-1,-1,-1
